id,text,BJP,Congress,Others
1609,"Modi is hardworking, honest and world ranked 3 greatest leader. On the other hand, Rahul Gandhi is under average personality and not qualified for PM.?",1,0,0
1610,2019 only BJP with NaMo ,1,0,0
1611,Modi modi once more. he is Developing our hindustan?,1,0,0
1612,The way Rahul Gandhi speaks and displays his IQ shows that no other party would accept Congress with Rahul as PM candidate. Well it will be a mayday for Indians if coilation comes to existence.?,1,0,1
1613,"10 more years for MODI, our children will have better future.?",1,0,0
1614,All people's vote modi?,1,0,0
1615,"No doubt, people chanting modi... modi....one and only modi.?",1,0,0
1616,Pls don't support modi he only marketing and fool the people they only doing strategies for win the election no jobs no development.?,0,1,1
1617,I am never going to vote for congress .... The person who don’t knw how to respect the PM of the country how can u except that person to be humble and respectful to the common man .?,1,0,1
1618,Each nonsense by Rahulay at least take away 100s &1000s of votes away from him. Finally he will end up with less than 30 seats & as expected blame it on even. Rahul will never be India's PM. He has no capability to even be a chaiwala at parliament canteen.?,1,0,1
1619,Modi victory on the way!?,1,0,0
1620,Rahul Rahul Rahul?,0,1,0
1621,lol ...nice try but bjp will not going to cross 150+...sorry to say its the fact...will you guys tell me which 9 costitution bjp going to win in bengal? i bet for zero for bjp?,0,1,1
1622,iam not bjp fan.. but i perdict modi as again pm of india. because bjp seat will come 200+ then will combine with any party to made gov....?,1,0,0
1623,"Congress spokesperson is saying modi is coward, how come? He has attacked Pakistan 2 times in his tenure! He is dashing and dynamic and visionary PM, he is non corrupted, my vote goes to BJP?",1,0,0
1624,"Pls give clear majority to Modiji lead BJP, that's very important, otherwise these NDA partners will play around and Modiji not able to take decisive steps. Keeping national security in mind we need strong leadership ,so as of now Modiji is the only option .. Pls support him forget about party think about nation.. Jai Hind.",1,0,0
1625,Please Vote for Modi?,1,0,0
1626,MY QUESTION IS WHY I VOTE TO OTHERS INSTEAD OF MR MODI?,1,0,0
1627,Namo is great .BJP?,1,0,0
1628,will vote for modi...i need my future?,1,0,0
1629,"Initially understand if NDA is fetching 285 seats, still with all time to go for rallies and pappu goofups, it is going to be cakewalk for BJP",1,0,0
1630,What type of channel you are. None can digest your news. All fabricated false news just like Zee news. Tamil nadu result will be like this. DMK-CONGRESS will sweep.?,0,1,0
1631,Only MODI...in 2019.... CONGRESS=PAKISTANI PARTY,1,0,0
1632,"BJP will get 400+ Seats independently ... This my Analysis . Mr. Modi is the best Prime minister in the world at present . So , India can't afford to loose him in the current situation .?",1,0,0
1633,I am from haryana and i am a first time voter this year... So i am not follower of any party.,0,0,0
1634,1 minute silence for antimodi guys..?,1,0,0
1635,Popularity of Rahul comes down after Balakot attack and no hope at all to be PM in 2019 .?,1,0,1
1636,Welcome BJP 2019?,1,0,0
1637,"Amazed by the future he shows, people please give Modi a chance in 2019.",1,0,0
1638,Bjp has 2 strong candidates for PM in gadkari and piyush goyal after modi?,1,0,0
1639,Narendra modi has selected all shining diamond in his ministry. All are working very hard and trying to fulfilling public aspiration. Congratulation to all and all the best for future.?,1,0,0
1640,I am from Nagpur and we are very proud to have nitin gadhkari the best cabinet minister?,1,0,0
1641,Modi For PM & Nitin Gadkari For Deputy PM this time onwards...,1,0,0
1642,The best part of BJP IS THAT THERE ARE MANY PRIMINISTRIAL CANDIDATE .....AND I HAVE AN UNCLE WHO IS IN RSS AND ONLY DOES PARTY WORK FROM BACKGROUND HE IS ALSO EQUALLY CAPABLE OF BECOMING A PM....WOW. ..,1,0,0
1643,We are with u Rahul. Mahatma gandhis sake I'll stand for Congress?,0,1,0
1644,Please win..we are tired of bjp..god show mercy on us?,0,1,1
1645,Your family looting and fooling ppl for past 70 years and one gentlemen modi is trying to bring back our country on track to which all you dirty son of bitchs trying to stop?,1,0,0
1646,Congress will win in 2019?,0,1,0
1647,I don't know why people are against Rahul Gandhi. Let's give him a chance. I don't want my people to fight for religion every single day.?,0,1,0
1648,Rahul is not a good candidate for PM.....he cannot match Modi's charisma?,1,0,0
1649,Definetly BJP will win in 2019 dont worry everybody.?,1,0,0
1650,Nice rahul gandhi ...Next PM?,0,1,0
1651,Modi is doing very good. The people who are still supporting Rahul Gandhi I would like to tell that please calculate what India had improved till 2014 under Congress govt and what India have improved between 2015-2018 in a honest way. This is our country and we never want that our country will go in a wrong hand.....?,1,0,0
1652,Pappu Gandhi haven't your Anti-Hindu and Anti-India Nehru Gandhi family done enough looting and destruction of India ??,1,0,1
1653,Congress has to win. I don't trust the BJP anymore with all those lynchings and stuff. The Congress has to take over UP.?,0,1,0
1654,Only Rahul Gandhi 2019?,0,1,0
1655,Yes Congress will win 2019 election.?,0,1,0
1656,"Congress dreaming day dreams for power.Which is an up hill Task. People have already rejected them and BJP won in 23 states across the NATION with people',s 100% support. In Karnataka also it will be repeated.",1,0,0
1657,Congress failed during their 65 years rule miserably. Their promises were only in slogans.,1,0,1
1658,Modiji's popular leadership and dynamic Leadership. HE is THE man of MASSES.,1,0,0
1659,Modiji has A to Z excellent Human qualities and has RISEN to TOP Position from out of MASSES with their whole hearted support & blessings.,1,0,0
1660,Whole world is proud on modi......but this pappu.... doesn't have any knowledge... really and people who listen him think he is right then ....man u need to study........ following pappu is really horrible,1,0,0
1661,If not rahul then be ready for mass employment inequality will prevail between have and have not?,0,1,0
1662,Rahul has matured as a leader in his own right.?,0,1,0
1663,"Congress the Best for Democracy,Secular,Social Harmony,Peace & Development?",0,1,0
1664,"If you give degree to a small child(Rahul Gandhi), he does not become intelligent.?",1,0,1
1665,"Modi will save India , or else the Indian national dress will be what Yogi is wearing, and Indians will be forced to drink Cow Urine and eat Cowdung",1,0,0
1666,I'm also an Indian without asking me how can he say no section is happy I'm very happy under modi government?,1,0,0
1667,I think sidhu can defeat Joker Modi in speech. Well done sidhuji?,0,1,0
1668,congress will win 2019....May not be a majority but you will form the government?,0,1,0
1669,"If the Congress should win in 2019,it should use people like navjot sidhu, Raj thackarey, jignesh mivani, kanhaiya Kumar, hardik Patel etc for campaigning and form a good alliance.?",0,1,0
1670,BJP LOST THESE STATES BECAUSE OF LIE AND NEGATIVE PROPEGANDA DONE BY RAHUL.,0,1,0
1671,I think it's time that the speeches of Modi dwells less on dynasty and Congress bashing and more on the highlights of his achievements and plans for the second term.?,0,1,0
1672,bjp will lose 2019... This is the truth Congrats Congress...?,0,1,0
1673,Make sure bjp is wiped.off once and forever?,0,1,1
1674,Where is the 15 lakh rupees? Black money!!Fraudster Modi?,0,1,1
1675,Next pm rahul?,0,1,0
1676,Only modi ji...2019/.....Har Har Modi ji...2019/......?,1,0,0
1677,"INFLATION DOWN to 3% from 12%. Tax payer double and honesty after GST. Middle class tax relief, Reservations for poor, Mudra, Gas/electricity all good. Modi again.?",1,0,0
1678,Dont wory dear congress will win with 359 seats all over india and rule the country.?,0,1,0
1679,"Nobody prevent modi,once again modi pm.?",1,0,0
1680,I don’t live in india but I nearly pray india gets Modi again... die hard Hindu.... die hard fan of Namo?,1,0,0
1681,Rajput Vote 100% BJP?,1,0,0
1682,"Mark my words. BJP 272, NDA 335.. Remember these numbers and my user id on 23rd May.?",1,0,0
1683,Master of developing INDIA = Modi ,1,0,0
1684,Modi has made them run to temples for vote ..?,1,0,0
1685,people must come out from caste thinking and give a clear majority.. to BJP...?,1,0,0
1686,My vote for Modi 2019?,1,0,0
1687,I have been very critical about Modi but the way this man changed equation... Hmmm Modi is magician!?,1,0,0
1688,The world at large must have never seen such a victory in history Only Modi,1,0,0
1689,Modi make india great,1,0,0
1690,"Once rallies of pm Modi ji and diggaj netas and road shows starts then vote share substantial shifting, swing in favor of nda, BJP will happen. ",1,0,0
1691,I can do everything for you dear pm?,1,0,0
1692,Wel come to New India New PM modiji,1,0,0
1693,It should be TEAM MODI and TEAM MODI alone?,1,0,0
1694,Listen to Modi. It is true. For 70 years we have not developed. While the poorest countries in the East of Asia have become tigers. ,1,0,0
1695,Vote only for BJP pm Modiji?,1,0,0
1696,Leader of the century? Modi,1,0,0
1697,"Fake and Paid Media. If BJP comes again, India became another Pakistan...?",0,1,1
1698,One Man can save our Nation. it is Modi Ji?,1,0,0
1699,"NaMo may not be the best, but he is better than his myopic leaders whose vision is limited to the betterment of their progeny. Jai NaMo.?",1,0,0
1700,Vote4modi?,1,0,0
1701,Lv u modi ji u are great .My only wish to meet u.?,1,0,0
1702,"Always Modiji,,,, for ever and ever and ever !!!?",1,0,0
1703,We need bjp to get single majority. Only then Modi ji will be able to take strong decisions.?,1,0,0
1704,Your precious vote give to only n only modiiiiiii?,1,0,0
1705,I live abroad but seriously hoping that Modijee comes back as PM of India in 2019.He is the only hope for India if he doesn't come back then India is doomed.,1,0,0
1706,"I know for that BJP will won again but don't waste your time because all public are know that don't confuse to us so we know 'hame saboot nahi sapoot chahiye' we need Modi, we don't want fake p.m., we want only Modi?",1,0,0
1707,No doubt Modi will win?,1,0,0
1708,Now only modi ji deserve pm seat . And we are support to modi ji and bjp and shivshena.?,1,0,0
1709,How can any one vote for corrupt Priyanka. Only Modiji?,1,0,0
1710,Surprise result will come from Bengal and Odisha in favour of Modi Sarkar..?,1,0,0
1711,Modi is getting very aggressive. But I believe that he will loose the election and will get down from the most crucial constitutional position of PM as he failed on all the important aspects. ,0,1,1
1712,"Modi is still focusing on Pakistan. Last but not the least, this campaign is opposite of 2014 which was on development.?",0,1,1
1713,I luv Modiji ....luv him so so so much?,1,0,0
1714,Modi should be made as PM keeping in view of progress and work he has undertaken. Even the most important bridge that was constructed within four years which is Bogipul joins Assam with Arunachal why was not constructed by congrees within ten years.,1,0,0
1715,Why the free tratment upto five lakhs to per family was not initiated by congrees in fifty years. Now the people to judge that modi is the best.?,1,0,0
